id,unique_number,name_en,name_fr,short_description_en,short_description_fr,justification_en,justification_fr,date_inscribed,secondary_dates,danger,longitude,latitude,area_hectares,criteria_txt,category,states_name_en,states_name_fr,region_en,region_fr,created_at,updated_at,name_zh,states_name_zh,short_description_zh,region_zh
1420,578,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church","Cathédrale, abbaye Saint-Augustin et église Saint-Martin à Cantorbéry","Canterbury, in Kent, has been the seat of the spiritual head of the Church of England for nearly five centuries. Canterbury's other important monuments are the modest Church of St Martin, the oldest church in England; the ruins of the Abbey of St Augustine, a reminder of the saint's evangelizing role in the Heptarchy from 597; and Christ Church Cathedral, a breathtaking mixture of Romanesque and Perpendicular Gothic, where Archbishop Thomas Becket was murdered in 1170.","Siège presque cinq fois centenaire du chef spirituel de l'Église d'Angleterre, Cantorbéry, dans le Kent, abrite la modeste église Saint-Martin, la plus ancienne d'Angleterre, les ruines de l'abbaye Saint-Augustin, qui rappellent la mission évangélisatrice du saint dans l'Heptarchie à partir de 597, et la superbe cathédrale de Christ Church, saisissant mélange des styles roman et gothique perpendiculaire, où l'archevêque Thomas Becket fut assassiné en 1170.",,,1988,,0,1.0833333,51.2800000,18.17,(i)(ii)(vi),Cultural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.669967,2024-05-01 10:55:35.337801,坎特伯雷大教堂、聖奧古斯丁修道院和聖馬丁教堂,大不列顛及北愛爾蘭聯合王國,坎特伯雷位於肯特郡，近五個世紀來一直是英國國教會的精神領袖所在地。坎特伯雷的其他重要遺跡包括英格蘭最古老的聖馬丁教堂、聖奧古斯丁修道院的遺址，提醒著這位聖人在597年時在七王國的傳教角色，以及基督教會大教堂，這座羅曼式和哥特式建築的組合令人驚歎，也是大主教托馬斯貝克特於1170年被謀殺之處。,歐洲和北美洲
1421,2125,Heart of Neolithic Orkney,Coeur néolithique des Orcades,"The group of Neolithic monuments on Orkney consists of a large chambered tomb (Maes Howe), two ceremonial stone circles (the Stones of Stenness and the Ring of Brodgar) and a settlement (Skara Brae), together with a number of unexcavated burial, ceremonial and settlement sites. The group constitutes a major prehistoric cultural landscape which gives a graphic depiction of life in this remote archipelago in the far north of Scotland some 5,000 years ago.","Le groupe de monuments néolithiques des Orcades consiste en une grande tombe à chambres funéraires (Maes Howe), deux cercles de pierres cérémoniels (les pierres dressées de Stenness et le cercle de Brogar) et un foyer de peuplement (Skara Brae), ainsi que dans un certain nombre de sites funéraires, cérémoniels et d'établissement non encore fouillés. L'ensemble constitue un important paysage culturel préhistorique retraçant la vie il y a 5 000 ans dans cet archipel lointain, au nord de l'Écosse.","<em>Criteria (i), (ii), (iii), and (iv):</em> The monuments of Orkney, dating back to 3000-2000 BC, are outstanding testimony to the cultural achievements of the Neolithic peoples of northern Europe.","<em>Critères (i), (ii), (iii) et (iv) :</em> Les monuments des Orcades, datés de 3000 à 2000 av. J.-C., sont un témoignage exceptionnel des réalisations culturelles des hommes du Néolitique en Europe du Nord.",1999,,0,-3.1886667,58.9960556,15.00,(i)(ii)(iii)(iv),Cultural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.671277,2024-05-01 10:55:39.883333,新石器時代奧克尼群島的心臟,大不列顛及北愛爾蘭聯合王國,奧克尼群島上的新石器時代遺跡群包括一座大型的墓穴（馬斯·豪），兩個儀式性的石圈（斯特尼斯之石和布羅德加環）以及一個聚落（斯卡拉布雷），還有一些未發掘的墓葬、儀式和聚落遺址。這個群體構成了一個重要的史前文化景觀，生動地描繪了大約5000年前蘇格蘭北部遙遠群島上的生活。,歐洲和北美洲
1422,860,Old and New Towns of Edinburgh,"Vieille ville et Nouvelle ville d'Edimbourg","Edinburgh has been the Scottish capital since the 15th century. It has two distinct areas: the Old Town, dominated by a medieval fortress; and the neoclassical New Town, whose development from the 18th century onwards had a far-reaching influence on European urban planning. The harmonious juxtaposition of these two contrasting historic areas, each with many important buildings, is what gives the city its unique character.","Capitale de l'&Eacute;cosse depuis le XV<sup>e</sup> si&egrave;cle, &Eacute;dimbourg offre le double visage d'une vieille ville domin&eacute;e par une forteresse m&eacute;di&eacute;vale et d'une ville nouvelle n&eacute;oclassique dont l'am&eacute;nagement, &agrave; partir du XVIII<sup>e</sup> si&egrave;cle, exer&ccedil;a une profonde influence sur l'urbanisme europ&eacute;en. Le voisinage harmonieux de ces deux ensembles urbains si contrast&eacute;s, riches chacun en b&acirc;timents de grande valeur, conf&egrave;re &agrave; la ville son caract&egrave;re unique.",,,1995,,0,-3.2166667,55.9500000,0.00,(ii)(iv),Cultural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.672524,2024-05-01 10:55:45.003486,愛丁堡的舊城和新城,大不列顛及北愛爾蘭聯合王國,愛丁堡自15世紀以來一直是蘇格蘭的首府。它有兩個獨特的區域：由中世紀堡壘主導的舊城區；以及新古典主義的新城區，從18世紀開始的發展對歐洲城市規劃產生了深遠的影響。這兩個對比鮮明的歷史區域的和諧並置，每個區域都擁有許多重要建築，這是使這座城市具有獨特性格的原因。愛丁堡的城市景觀獨特，吸引著許多遊客來此欣賞其珍貴的文化遺產。,歐洲和北美洲
1423,874,Gough and Inaccessible Islands,Îles de Gough et Inaccessible,"The site, located in the south Atlantic, is one of the least-disrupted island and marine ecosystems in the cool temperate zone. The spectacular cliffs of Gough and Inaccessible Islands, towering above the ocean, are free of introduced mammals and home to one of the world’s largest colonies of sea birds. Gough Island is home to two endemic species of land birds, the gallinule and the Gough rowettie, as well as to 12 endemic species of plants, while Inaccessible Island boasts two birds, eight plants and at least 10 invertebrates endemic to the island.","Les Îles Gough et Inaccessible représentent dans l’Atlantique sud un des écosystèmes insulaires tempérés froids les moins perturbés. Les deux îles, avec leurs falaises spectaculaires surplombant l’océan, ne comptent pas de mammifères introduits et abritent l’une des plus importantes colonies d’oiseaux marins au monde. L’île de Gough abrite deux espèces endémiques d’oiseaux terrestres, la gallinule de Gough et le rowettie de Gough, ainsi que 12 espèces de plantes endémiques. Pour sa part, l’île Inaccessible abrite 2 espèces d’oiseaux, 8 plantes et au moins 10 invertébrés endémiques.",,,1995,2004,0,-9.9286111,-40.3247222,7900.00,(vii)(x),Natural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.673904,2024-05-01 10:55:49.815917,高夫島和難以接近的島嶼,大不列顛及北愛爾蘭聯合王國,位於南大西洋的這個遺產地是涼爽溫帶地區中最少受干擾的島嶼和海洋生態系統之一。高聳於海洋之上的高夫島和無法進入島的壯麗懸崖，沒有外來哺乳動物，是世界上最大的海鳥群落之一所在地。高夫島是兩種特有陸鳥－水雞和高夫樹鴝的家園，還有12種特有植物；而無法進入島則有兩種鳥類、八種植物和至少10種只分布於該島的無脊椎動物。,歐洲和北美洲
1424,939,Maritime Greenwich,Maritime Greenwich,"The ensemble of buildings at Greenwich, an outlying district of London, and the park in which they are set, symbolize English artistic and scientific endeavour in the 17th and 18th centuries. The Queen's House (by Inigo Jones) was the first Palladian building in England, while the complex that was until recently the Royal Naval College was designed by Christopher Wren. The park, laid out on the basis of an original design by André Le Nôtre, contains the Old Royal Observatory, the work of Wren and the scientist Robert Hooke.","L'ensemble des bâtiments de Greenwich, près de Londres, et le parc où ils sont édifiés, symbolisent remarquablement les efforts artistiques et scientifiques des XVII<sup>e</sup> et XVIII<sup>e</sup> siècles. Queen's House, œuvre d'Inigo Jones, est le premier édifice palladien de l'Angleterre, tandis que l'ensemble qui était encore récemment le Royal Naval College a été conçu par Christopher Wren. Le parc, dessiné à partir d'un concept original d'André Le Nôtre, abrite l'ancien Observatoire royal, œuvre de Wren et du scientifique Robert Hooke.","The Committee decided to inscribe this property on the basis of cultural <em>criteria (i), (ii), (iv) and (vi)</em>, considering that the public and private buildings and the Royal Park at Greenwich form an exceptional ensemble that bears witness to human artistic and scientific endeavour of the highest quality, to European architecture at an important stage of its evolution, and to the creation of a landscape that integrates nature and culture in a harmonious whole.","Le Comité a décidé d'inscrire ce bien sur la base des <em>critères (i), (ii), (iv) et (vi)</em>. Les édifices publics et privés ainsi que le parc royal de Greenwich constituent un ensemble exceptionnel témoignant d'efforts humains artistiques et scientifiques de la plus haute qualité, ainsi que de l'architecture européenne à un stade important de son évolution, et de la création d'un paysage mêlant nature et culture, composant ainsi un tout empreint d'harmonie.",1997,,0,-0.0037778,51.4811667,109.50,(i)(ii)(iv)(vi),Cultural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.675191,2024-05-01 10:55:56.574448,海事格林威治,大不列顛及北愛爾蘭聯合王國,格林尼治的建築群及其所在的公園象徵著17世紀和18世紀英國藝術和科學的努力。伊尼戈·瓊斯所設計的女王宮是英格蘭第一座Palladian風格的建築，而直到最近仍是皇家海軍學院的建築群由克里斯托弗·雷恩設計。該公園根據安德烈·勒諾特的原始設計布局，其中包含雷恩和科學家羅伯特·胡克的作品——舊皇家天文台。,歐洲和北美洲
1425,1147,"Historic Town of St George and Related Fortifications, Bermuda","Ville historique de St George et les fortifications associées, aux Bermudes","The Town of St George, founded in 1612, is an outstanding example of the earliest English urban settlement in the New World. Its associated fortifications graphically illustrate the development of English military engineering from the 17th to the 20th century, being adapted to take account of the development of artillery over this period.","Fond&eacute;e en 1612, la ville de St George est un exemple exceptionnel des &eacute;tablissements urbains anglais les plus anciens du Nouveau Monde. Les fortifications associ&eacute;es t&eacute;moignent du d&eacute;veloppement de l'ing&eacute;nierie militaire anglaise du XVII<sup>e</sup> au XX<sup>e</sup> si&egrave;cle et de son adaptation, au fil du temps, &agrave; l'&eacute;volution de l'artillerie.","<em>Criterion (iv):</em> The Historic Town of St George with its related fortifications is an outstanding example of a continuously occupied, fortified, colonial town dating from the early 17th century and the oldest English town in the New World.","<em>Crit&egrave;re (iv) :&nbsp;</em>La ville historique de St George et les fortifications associ&eacute;es sont un exemple exceptionnel de ville coloniale fortifi&eacute;e datant du d&eacute;but du XVIIe si&egrave;cle et habit&eacute;e de mani&egrave;re continue, sans oublier qu&rsquo;elle est aussi la plus vieille ville anglaise dans le Nouveau Monde.",2000,,0,-64.6777778,32.3794444,257.50,(iv),Cultural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.676571,2024-05-01 10:56:00.324218,聖喬治歷史城鎮及相關堡壘，百慕達,大不列顛及北愛爾蘭聯合王國,聖喬治鎮於1612年建立，是新世界最早期的英國城市定居的傑出範例。其相關的防禦工事生動地展示了英國軍事工程從17世紀到20世紀的發展，並根據這段時期火炮的發展進行了調整。,歐洲和北美洲
1426,1148,Blaenavon Industrial Landscape,Paysage industriel de Blaenavon,"The area around Blaenavon is evidence of the pre-eminence of South Wales as the world's major producer of iron and coal in the 19th century. All the necessary elements can still be seen - coal and ore mines, quarries, a primitive railway system, furnaces, workers' homes, and the social infrastructure of their community.","La zone qui environne Blaenavon t&eacute;moigne de fa&ccedil;on &eacute;loquente du r&ocirc;le pr&eacute;pond&eacute;rant du Sud du Pays de Galles dans la production mondiale de fer et de charbon au XIX<sup>e</sup> si&egrave;cle. Tous les &eacute;l&eacute;ments li&eacute;s &agrave; cette production peuvent &ecirc;tre vus <em>in situ</em> : mines de houille et de fer, carri&egrave;res, syst&egrave;me primitif de chemin de fer, fourneaux, logements des ouvriers, infrastructure sociale de leur communaut&eacute;.","<em>Criterion (iii):</em> The Blaenavon landscape constitutes an exceptional illustration in material form of the social and economic structure of 19th century industry.</p>
 <p><em>Criterion (iv):</em> The components of the Blaenavon industrial landscape together make up an outstanding and remarkably complete example of a 19th century industrial landscape.","<em>Crit&egrave;re (iii) :</em> Le paysage de Blaenavon constitue une illustration exceptionnelle, sous une forme physique, de la structure sociale et &eacute;conomique de l&rsquo;industrie du XIXe si&egrave;cle.</p>
 <p><em>Crit&egrave;re (iv) :</em>&nbsp;Les composants du paysage industriel de Blaenavon, pris dans leur ensemble, repr&eacute;sentent un exemple exceptionnel et remarquablement complet d&rsquo;un paysage industriel du XIXe si&egrave;cle.",2000,,0,-3.0880556,51.7763889,3290.00,(iii)(iv),Cultural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.67792,2024-05-01 10:56:07.528296,布萊納溫工業景觀,大不列顛及北愛爾蘭聯合王國,布萊納文周圍的地區是南威爾斯在19世紀作為世界主要的鐵礦和煤炭生產地的優越性的證據。所有必要的元素仍然可以看到 - 煤礦和礦石礦場，採石場，原始的鐵路系統，爐灶，工人住宅，以及他們社區的社會基礎設施。,歐洲和北美洲
1427,1201,Saltaire,Saltaire,"Saltaire, West Yorkshire, is a complete and well-preserved industrial village of the second half of the 19th century. Its textile mills, public buildings and workers' housing are built in a harmonious style of high architectural standards and the urban plan survives intact, giving a vivid impression of Victorian philanthropic paternalism.","Saltaire est un village industriel entier et bien préservé datant de la seconde moitié du XIX<sup>e</sup> siècle. Ses fabriques de textiles, ses édifices publics et ses logements ouvriers sont bâtis dans un style harmonieux, d'une grande qualité architecturale, et le plan urbain d'ensemble reste intact, offrant une image vivante du paternalisme philanthropique de l'époque victorienne.","<em>Criterion (ii):</em> Saltaire is an outstanding and well preserved example of a mid 19th century industrial town, the layout of which was to exert a major influence on the development of the “garden city” movement.</p>
 <p><em>Criterion (iv):</em> The layout and architecture of Saltaire admirably reflect mid 19th century philanthropic paternalism, as well as the important role played by the textile industry in economic and social development.","<em>Critère (ii) :</em> Saltaire est un exemple exceptionnel et bien préservé de ville industrielle du milieu du XIXe siècle, dont la disposition devait exercer une influence majeure sur le développement du mouvement des « cités jardins ».</p>
 <p><em>Critère (iv) :</em> La disposition et l’architecture de Saltaire reflètent admirablement le paternalisme philanthropique du milieu du XIXe siècle, ainsi que le rôle prépondérant que joua l’industrie textile dans le développement économique et social.",2001,,0,-1.7883333,53.8391667,20.00,(ii)(iv),Cultural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.679355,2024-05-01 10:56:10.704258,薩爾泰尔,大不列顛及北愛爾蘭聯合王國,薩爾特（Saltaire）位於西約克郡，是19世紀下半葉完整且保存完好的工業村莊。其紡織廠、公共建築和工人住宅以高標準的建築風格和和諧的方式建造，城市規劃完整保存，生動展現維多利亞時代的慈善家族主義。,歐洲和北美洲
1428,1202,Dorset and East Devon Coast,"Littoral du Dorset et de l'est du Devon","The cliff exposures along the Dorset and East Devon coast provide an almost continuous sequence of rock formations spanning the Mesozoic Era, or some 185 million years of the earth's history. The area's important fossil sites and classic coastal geomorphologic features have contributed to the study of earth sciences for over 300 years.","Les falaises c&ocirc;ti&egrave;res du Littoral du Dorset et de l'est du Devon pr&eacute;sentent une s&eacute;quence pratiquement ininterrompue de formations rocheuses s'&eacute;tendant sur tout le M&eacute;sozo&iuml;que, soit environ 185 millions d'ann&eacute;es d'histoire de la Terre. Les importants sites fossilif&egrave;res de la r&eacute;gion ainsi que ses caract&eacute;ristiques g&eacute;omorphologiques c&ocirc;ti&egrave;res classiques contribuent &agrave; l'&eacute;tude des sciences de la Terre depuis plus de 300 ans.","<em>Criterion (viii):</em> The coastal exposures within the site provide an almost continuous sequence of Triassic, Jurassic and Cretaceous rock formations spanning the Mesozoic Era and document approximately 185 million years of Earth history. The site includes a range of internationally important fossil localities &ndash; both vertebrate and invertebrate, marine and terrestrial - which have produced well preserved and diverse evidence of life during Mesozoic times.","<em>Crit&egrave;re (viii) :&nbsp;</em>Les parois c&ocirc;ti&egrave;res expos&eacute;es &agrave; l&rsquo;int&eacute;rieur du site fournissent une s&eacute;quence pratiquement continue de formation rocheuse du Trias, du Jurassique et du Cr&eacute;tac&eacute; s&rsquo;&eacute;tendant sur tout le M&eacute;sozo&iuml;que et &laquo; &eacute;crivent &raquo; environ 185 millions d&rsquo;ann&eacute;es d&rsquo;histoire de la terre. Le site comprend une gamme de localit&eacute;s fossilif&egrave;res d&rsquo;importance internationale &ndash; &agrave; la fois pour les vert&eacute;br&eacute;s et les invert&eacute;br&eacute;s, marins et terrestres &ndash; qui offrent une preuve bien pr&eacute;serv&eacute;e et diverse de la vie durant l&rsquo;&eacute;poque m&eacute;sozo&iuml;que.",2001,,0,-2.9898889,50.7055556,2550.00,(viii),Natural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.68084,2024-05-01 10:56:13.87731,多塞特和東德文海岸,大不列顛及北愛爾蘭聯合王國,多賽特和東德文郡海岸的懸崖露頭提供了一個幾乎連續的岩層序列，橫跨了中生代時代，約1.85億年的地球歷史。該地區重要的化石遺址和經典的海岸地形特徵已經為地球科學的研究做出貢獻超過300年。,歐洲和北美洲
1429,1203,Derwent Valley Mills,Usines de la vallée de la Derwent,"The Derwent Valley in central England contains a series of 18th- and 19th- century cotton mills and an industrial landscape of high historical and technological interest. The modern factory owes its origins to the mills at Cromford, where Richard Arkwright's inventions were first put into industrial-scale production. The workers' housing associated with this and the other mills remains intact and illustrate the socio-economic development of the area.","La vall&eacute;e de la Derwent, dans le centre de l&rsquo;Angleterre, abrite plusieurs filatures de coton du XVIIIe et du XIXe si&egrave;cle, ainsi qu&rsquo;un paysage d&rsquo;un grand int&eacute;r&ecirc;t historique et technologique. L&rsquo;usine moderne trouve ses origines dans les filatures de Cromford, o&ugrave; les inventions de Richard Arkwright furent pour la premi&egrave;re fois mises en pratique dans le cadre d&rsquo;une production &agrave; l&rsquo;&eacute;chelle industrielle. Les logements ouvriers associ&eacute;s &agrave; ces fabriques sont toujours intacts et t&eacute;moignent du d&eacute;veloppement socio-&eacute;conomique de la r&eacute;gion.","<em>Criterion (ii):</em> The Derwent Valley saw the birth of the factory system, when new types of building were erected to house the new technology for spinning cotton developed by Richard Arkwright in the early 19th century.</p>
 <p><em>Criterion (iv):</em> In the Derwent Valley for the first time there was large-scale industrial production in a hitherto rural landscape. The need to provide housing and other facilities for workers and managers resulted in the creation of the first modern industrial towns.","<em>Crit&egrave;re (ii) :&nbsp;</em>La vall&eacute;e de la Derwent a vu la naissance du syst&egrave;me manufacturier, lorsque de nouveaux types d&rsquo;&eacute;difice ont &eacute;t&eacute; &eacute;rig&eacute;s pour abriter la nouvelle technologie de filature du coton mise au point par Richard Arkwright au d&eacute;but du XIXe si&egrave;cle.</p>
 <p><em>Crit&egrave;re (iv) :</em>&nbsp;C&rsquo;est dans la vall&eacute;e de la Derwent qu&rsquo;est apparue pour la premi&egrave;re fois une production industrielle &agrave; grande &eacute;chelle dans un paysage jusque-l&agrave; rural. La n&eacute;cessit&eacute; de fournir des logements et des installations aux ouvriers et aux responsables entra&icirc;na l&rsquo;apparition des premi&egrave;res villes industrielles modernes.",2001,,0,-1.4880556,53.0288889,1228.70,(ii)(iv),Cultural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.682963,2024-05-01 10:56:17.975347,德文特谷織廠,大不列顛及北愛爾蘭聯合王國,位於英格蘭中部的德文特河谷擁有一系列18世紀和19世紀的棉紡廠，以及一個具有高度歷史和技術價值的工業景觀。現代工廠的起源可以追溯到克倫福德的工廠，在那裡理查德·阿克賴特的發明首次被投入工業規模的生產。與這些和其他工廠相關的工人住房仍然完整無缺，展示了該地區的社會經濟發展。,歐洲和北美洲
1430,1262,"Royal Botanic Gardens, Kew",Jardins botaniques royaux de Kew,"This historic landscape garden features elements that illustrate significant periods of the art of gardens from the 18th to the 20th centuries. The gardens house botanic collections (conserved plants, living plants and documents) that have been considerably enriched through the centuries. Since their creation in 1759, the gardens have made a significant and uninterrupted contribution to the study of plant diversity and economic botany.","Les jardins botaniques royaux de Kew composent un jardin paysager historique dont les éléments illustrent des périodes caractéristiques de l’art des jardins du XVIII<sup>e</sup> au XX<sup>e</sup> siècle. Ils abritent des collections botaniques (plantes conservées, vivantes et documents) qui ont été enrichies de manière considérable au cours des siècles. Depuis leur création, en 1759, ces jardins ont contribué de manière significative et continue à l’étude de la diversité des plantes et de la botanique économique.","<em>Criterion (ii):</em> Since the 18th century, the Botanic Gardens of Kew have been closely associated with scientific and economic exchanges established throughout the world in the field of botany, and this is reflected in the richness of its collections. The landscape features and architectural features of the gardens reflect considerable artistic influences both with regard to the European continent and to more distant regions.</p>
 <p><em>Criterion (iii):</em> Kew Gardens have largely contributed to advances in many scientific disciplines, particularly botany and ecology. The landscape gardens and the edifices created by celebrated artists such as Charles Bridgeman, William Kent, Lancelot ‘Capability’ Brown and William Chambers reflect the beginning of movements which were to have international influence.","<em>Critère (ii) :</em> Depuis le XVIIIème siècle, les jardins botaniques royaux de Kew sont étroitement associés aux échanges scientifiques et économiques qui ont été établis à travers le monde en matière de botanique comme en témoignent les riches collections. Les éléments paysagers et d’architecture des jardins témoignent d’influences artistiques considérables avec le continent et au-delà.</p>
 <p><em>Critère (iii) :</em> Les jardins de Kew ont largement contribué à l’essor de nombreuses disciplines scientifiques, notamment la botanique et l’écologie.</p>
 <p><em>Critère (iv) :</em> Les jardins paysagers et les édifices créés par des artistes de grand renom tels Charles Bridgeman, William Kent, Lancelot « Capability » Brown ou William Chambers témoignent du début de mouvements qui ont eu une portée internationale.",2003,,0,-0.2940278,51.4819444,132.00,(ii)(iii)(iv),Cultural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.684534,2024-05-01 10:56:04.04752,皇家植物園，基爾維,大不列顛及北愛爾蘭聯合王國,這座歷史悠久的風景花園展示了18至20世紀間花園藝術的重要時期元素。這些花園擁有植物收藏品（保存的植物、活植物和文件），這些收藏品在歷史上得到了大幅豐富。自1759年創建以來，這些花園對植物多樣性和經濟植物學的研究做出了重要且持續不斷的貢獻。,歐洲和北美洲
1431,1392,Cornwall and West Devon Mining Landscape,Paysage minier des Cornouailles et de l’ouest du Devon,"Much of the landscape of Cornwall and West Devon was transformed in the 18th and early 19th centuries as a result of the rapid growth of pioneering copper and tin mining. Its deep underground mines, engine houses, foundries, new towns, smallholdings, ports and harbours, and their ancillary industries together reflect prolific innovation which, in the early 19th century, enabled the region to produce two-thirds of the world’s supply of copper. The substantial remains are a testimony to the contribution Cornwall and West Devon made to the Industrial Revolution in the rest of Britain and to the fundamental influence the area had on the mining world at large. Cornish technology embodied in engines, engine houses and mining equipment was exported around the world. Cornwall and West Devon were the heartland from which mining technology rapidly spread.","Le paysage des Cornouailles et de l’ouest du Devon s’est en grande partie transformé au XVIIIe et au début du XIXe siècle dans le sillage de l’essor rapide de l’exploitation minière du cuivre et de l’étain. Les profondes mines souterraines, les bâtiments des machines, les fonderies, les villes nouvelles, les petites propriétés, les ports et leurs industries associées reflètent le prolifique esprit d’innovation qui fut le moteur de ce développement industriel, qui produisait au début du XIXe siècle les deux tiers du cuivre mondial. Les nombreux vestiges attestent de la contribution des Cornouailles et de l’ouest du Devon à la Révolution industrielle dans le reste de la Grande-Bretagne, et de l’influence fondamentale de cette région sur l’ensemble du monde minier. La technologie des Cornouailles qu’incarnent les machines, les bâtiments qui les abritent et l’équipement minier fut exportée dans le monde entier. Les Cornouailles et l’ouest du Devon furent au cœur de la diffusion rapide de la technologie minière.",,,2006,,0,-5.3836111,50.1361111,19719.00,(ii)(iii)(iv),Cultural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.685756,2024-05-01 10:56:24.527583,康沃爾和西德文礦業景觀,大不列顛及北愛爾蘭聯合王國,康沃爾和西德文郡的風景在18世紀和19世紀初期因為銅礦和錫礦業的迅速發展而發生了巨大變化。其深藏的地下礦山、引擎房、鑄造廠、新城鎮、小農場、港口和海港以及相關的工業共同反映了在19世紀初的大量創新，使該地區能夠生產全球三分之二的銅。這些重要遺址證明了康沃爾和西德文郡對英國工業革命的貢獻，以及該地區對全球礦業界的基本影響。康沃爾的技術體現在引擎、引擎房和礦業設備中，在全球範圍內出口。康沃爾和西德文郡是礦業技術迅速擴散的中心地帶。,歐洲和北美洲
1432,1583,Pontcysyllte Aqueduct and Canal,Pont-canal et canal de Pontcysyllte,"Situated in north-eastern Wales, the 18 kilometre long Pontcysyllte Aqueduct and Canal is a feat of civil engineering of the Industrial Revolution, completed in the early years of the 19th century. Covering a difficult geographical setting, the building of the canal required substantial, bold civil engineering solutions, especially as it was built without using locks. The aqueduct is a pioneering masterpiece of engineering and monumental metal architecture, conceived by the celebrated civil engineer Thomas Telford. The use of both cast and wrought iron in the aqueduct enabled the construction of arches that were light and d strong, producing an overall effect that is both monumental and elegant. The property is inscribed as a masterpiece of creative genius, and as a remarkable synthesis of expertise already acquired in Europe. It is also recognized as an innovative ensemble that inspired many projects all over the world.","Situ&eacute;s au nord-est du pays de Galles, les 18 km du pont-canal et canal de Pontcysyllte repr&eacute;sentent un exploit du g&eacute;nie civil de la R&eacute;volution industrielle. Achev&eacute; au d&eacute;but du XIX&egrave;me si&egrave;cle, le canal surmonte d'importantes difficult&eacute;s g&eacute;ographiques. Sa construction a demand&eacute; des travaux de g&eacute;nie civil importants et audacieux car il s'agit d'un ensemble d'un seul bief, sans aucune &eacute;cluse. Le pont-canal, con&ccedil;u par le c&eacute;l&egrave;bre ing&eacute;nieur Thomas Telford, est une &oelig;uvre pionni&egrave;re par ses choix technologiques et sa hardiesse architecturale. Le recours &agrave; la fonte et au fer forg&eacute; a permis la r&eacute;alisation d'arches l&eacute;g&egrave;res et r&eacute;sistantes, ce qui conf&egrave;re au pont-canal une allure monumentale mais &eacute;l&eacute;gante. Le bien est inscrit en tant que chef d'&oelig;uvre du g&eacute;nie cr&eacute;ateur humain et remarquable synth&egrave;se de l'expertise europ&eacute;enne de cette &eacute;poque. Il s'agit aussi d'un ensemble innovateur qui a inspir&eacute; bien d'autres projets un peu partout dans le monde.",,,2009,,0,-3.0877778,52.9702778,105.00,(i)(ii)(iv),Cultural,United Kingdom of Great Britain and Northern Ireland,"Royaume-Uni de Grande-Bretagne et d'Irlande du Nord",Europe and North America,Europe et Amérique du Nord,2024-04-28 08:57:02.687018,2024-05-01 10:56:32.720665,龐特西斯特水道和運河,大不列顛及北愛爾蘭聯合王國,位於威爾斯東北部的長18公里的龍翁西特蓋特和運河是工業革命時期的一項土木工程壯舉，於19世紀初完成。由於地理環境複雜，運河的建造需要大量大膽的土木工程解決方案，特別是因為它是在沒有使用閘門的情況下建造的。龍翁西特蓋特是著名土木工程師托馬斯·泰爾福德構思的開創性工程和巨大的金屬建築杰作。在龍翁西特蓋特中使用鑄鐵和鍛鐵使得可以建造出輕巧且堅固的拱門，產生出既富有紀念性又優雅的整體效果。這個遺產被視為創意天才的杰作，以及歐洲已經獲得的專業知識的卓越綜合體。它也被認為是一個啟發了世界各地許多項目的創新集合體。,歐洲和北美洲
